 | discuss 10946 - You want what filled?	 Accepted	C++	0.000	0.000	192	1 hours ago
 | discuss 10946 - You want what filled?	 Runtime error	C++	0.000	0.000	-	1 hours ago
 | discuss 10946 - You want what filled?	 Runtime error	C++	0.000	0.000	-	1 hours ago
 | discuss 10946 - You want what filled?	 Runtime error	C++	0.000	0.000	-	1 hours ago
 | discuss 11518 - Dominos 2	 Accepted	C++	0.010	0.000	87	1 hours ago
 | discuss 11518 - Dominos 2	 Runtime error	C++	0.000	0.000	-	1 hours ago
 | discuss 574 - Sum It Up	 Accepted	C++	0.000	0.000	865	2 hours ago
 | discuss 10104 - Euclid Problem	 Accepted	C++	0.060	0.010	142	3 hours ago
 | discuss 10104 - Euclid Problem	 Accepted	C++	0.050	0.010	56	3 hours ago
 | discuss 12751 - An Interesting Game	 Accepted	C++	0.000	0.000	304	11 hours ago
 | discuss 11244 - Counting Stars	 Accepted	C++	0.000	0.000	111	11 hours ago
 | discuss 10050 - Hartals	 Accepted	C++	0.000	0.000	2132	11 hours ago
 | discuss 11586 - Train Tracks	 Accepted	C++	0.000	0.000	542	11 hours ago
 | discuss 11909 - Soya Milk	 Accepted	C++	0.000	0.000	242	12 hours ago
 | discuss 11909 - Soya Milk	 Time limit	C++	1.000	0.000	-	12 hours ago
 | discuss 11909 - Soya Milk	 Accepted	C++	0.000	0.000	241	12 hours ago
 | discuss 11909 - Soya Milk	 Wrong answer	C++	0.000	0.000	-	12 hours ago
 | discuss 11909 - Soya Milk	 Wrong answer	C++	0.000	0.000	-	12 hours ago
 | discuss 11909 - Soya Milk	 Wrong answer	C++	0.000	0.000	-	12 hours ago
 | discuss 12602 - Nice Licence Plates	 Accepted	C++	0.000	0.000	468	12 hours ago
 | discuss 11715 - Car	 Accepted	C++	0.000	0.000	706	13 hours ago
 | discuss 11614 - Etruscan Warriors Never Play Chess	 Accepted	C++	0.000	0.000	615	13 hours ago
 | discuss 11614 - Etruscan Warriors Never Play Chess	 Wrong answer	C++	0.000	0.000	-	13 hours ago
 | discuss 10954 - Add All	 Accepted	C++	0.000	0.000	187	6 days ago
 | discuss 507 - Jill Rides Again	 Wrong answer	C++	0.060	0.000	-	7 days ago
 | discuss 507 - Jill Rides Again	 Wrong answer	C++	0.060	0.000	-	7 days ago
 | discuss 424 - Integer Inquiry	 Accepted	C++	0.000	0.000	1499	7 days ago
 | discuss 10954 - Add All	 Wrong answer	C++	0.000	0.000	-	9 days ago
 | discuss 10954 - Add All	 Wrong answer	C++	0.000	0.000	-	9 days ago
 | discuss 10954 - Add All	 Wrong answer	C++	0.000	0.000	-	9 days ago
 | discuss 10954 - Add All	 Wrong answer	C++	0.000	0.000	-	9 days ago
 | discuss 10420 - List of Conquests	 Accepted	C++	0.000	0.000	404	10 days ago
 | discuss 1112 - Mice and Maze	 Accepted	C++	0.000	0.000	367	11 days ago
 | discuss 1112 - Mice and Maze	 Wrong answer	C++	0.000	0.000	-	11 days ago
 | discuss 10986 - Sending email	 Accepted	C++	0.090	0.010	180	11 days ago
 | discuss 929 - Number Maze	 Accepted	C++	0.630	0.108	84	19 days ago
 | discuss 929 - Number Maze	 Wrong answer	C++	0.650	0.108	-	19 days ago
 | discuss 11496 - Musical Loop	 Accepted	C++	0.000	0.000	80	20 days ago
 | discuss 12897 - Decoding Baby Boos	 Accepted	C++11	0.180	0.000	258	22 days ago
 | discuss 544 - Heavy Cargo	 Accepted	C++	0.080	0.000	1895	24 days ago
 | discuss 544 - Heavy Cargo	 Wrong answer	C++	0.000	0.000	-	24 days ago
 | discuss 544 - Heavy Cargo	 Wrong answer	C++	0.010	0.000	-	24 days ago
 | discuss 1210 - Sum of Consecutive Prime Numbers	 Accepted	C++	0.000	0.000	184	25 days ago
 | discuss 13115 - Sudoku	 Accepted	C++	0.000	0.000	67	25 days ago
 | discuss 13109 - Elephants	 Accepted	C++	0.090	0.000	125	25 days ago
 | discuss 133 - The Dole Queue	 Accepted	C++	0.000	0.000	2232	27 days ago
 | discuss 133 - The Dole Queue	 Wrong answer	C++	0.000	0.000	-	27 days ago
 | discuss 133 - The Dole Queue	 Wrong answer	C++	0.000	0.000	-	27 days ago
 | discuss 524 - Prime Ring Problem	 Accepted	C++	0.130	0.000	325	2016-08-06 22:41
 | discuss 11659 - Informants	 Time limit	C++	3.000	0.000	-	2016-08-06 02:45
 | discuss 11659 - Informants	 Time limit	C++	3.000	0.000	-	2016-08-06 02:37
 | discuss 11659 - Informants	 Wrong answer	C++	1.140	0.000	-	2016-08-06 02:30
 | discuss 11659 - Informants	 Time limit	C++	3.000	0.000	-	2016-08-06 02:28
 | discuss 11659 - Informants	 Wrong answer	C++	0.980	0.000	-	2016-08-06 02:23
 | discuss 301 - Transportation	 Accepted	C++	0.410	0.000	402	2016-08-06 00:39
 | discuss 10959 - The Party, Part I	 Accepted	C++	0.000	0.000	234	2016-08-04 01:47
 | discuss 924 - Spreading The News	 Accepted	C++	0.000	0.000	115	2016-08-04 01:27
 | discuss 924 - Spreading The News	 Runtime error	C++	0.000	0.000	-	2016-08-04 01:25
 | discuss 11479 - Is this the easiest problem?	 Accepted	C++	0.000	0.000	1402	2016-08-03 04:39
 | discuss 11479 - Is this the easiest problem?	 Accepted	C++	0.000	0.000	1402	2016-08-03 04:38
 | discuss 11479 - Is this the easiest problem?	 Accepted	C++	0.000	0.000	1402	2016-08-03 04:37
 | discuss 11479 - Is this the easiest problem?	 Wrong answer	C++	0.000	0.000	-	2016-08-03 04:35
 | discuss 11479 - Is this the easiest problem?	 Wrong answer	C++	0.000	0.000	-	2016-08-03 04:34
 | discuss 11479 - Is this the easiest problem?	 Wrong answer	C++	0.000	0.000	-	2016-08-03 04:32
 | discuss 11479 - Is this the easiest problem?	 Wrong answer	C++	0.000	0.000	-	2016-08-03 04:29
 | discuss 627 - The Net	 Accepted	C++	0.000	0.000	165	2016-08-03 04:04
 | discuss 383 - Shipping Routes	 Accepted	C++	0.000	0.000	634	2016-08-03 00:35
 | discuss 11470 - Square Sums	 Accepted	C++	0.000	0.000	431	2016-08-02 01:56
 | discuss 280 - Vertex	 Accepted	C++	0.100	0.000	148	2016-08-01 20:51
 | discuss 11094 - Continents	 Accepted	C++	0.000	0.000	554	2016-08-01 20:13
 | discuss 11094 - Continents	 Wrong answer	C++	0.000	0.000	-	2016-08-01 20:00
 | discuss 11094 - Continents	 Time limit	C++	3.000	0.000	-	2016-08-01 19:48
 | discuss 11094 - Continents	 Wrong answer	C++	0.000	0.000	-	2016-08-01 19:18
 | discuss 11094 - Continents	 Wrong answer	C++	0.000	0.000	-	2016-08-01 19:13
 | discuss 11094 - Continents	 Wrong answer	C++	0.000	0.000	-	2016-08-01 19:04
 | discuss 11094 - Continents	 Wrong answer	C++	0.000	0.000	-	2016-08-01 19:02
 | discuss 11094 - Continents	 Wrong answer	C++	0.000	0.000	-	2016-08-01 18:31
 | discuss 11094 - Continents	 Wrong answer	C++	0.000	0.000	-	2016-08-01 18:26
 | discuss 507 - Jill Rides Again	 Wrong answer	C++	0.060	0.000	-	2016-08-01 02:03
 | discuss 507 - Jill Rides Again	 Wrong answer	C++	0.060	0.000	-	2016-08-01 01:50
 | discuss 12640 - Largest Sum Game	 Accepted	C++	0.040	0.000	124	2016-08-01 01:31
 | discuss 11953 - Battleships	 Accepted	C++	0.000	0.000	123	2016-08-01 00:48
 | discuss 10336 - Rank the Languages	 Accepted	C++	0.000	0.000	982	2016-07-31 21:18
 | discuss 469 - Wetlands of Florida	 Accepted	C++	0.040	0.000	484	2016-07-31 20:47
 | discuss 469 - Wetlands of Florida	 Accepted	C++	0.040	0.000	483	2016-07-31 20:45
 | discuss 469 - Wetlands of Florida	 Wrong answer	C++	0.000	0.000	-	2016-07-31 20:35
 | discuss 469 - Wetlands of Florida	 Wrong answer	C++	0.000	0.000	-	2016-07-31 20:33
 | discuss 469 - Wetlands of Florida	 Runtime error	C++	0.000	0.000	-	2016-07-31 20:27
 | discuss 11342 - Three-square	 Accepted	C++	0.640	0.000	1302	2016-07-31 17:19
 | discuss 11342 - Three-square	 Wrong answer	C++	0.650	0.000	-	2016-07-31 17:11
 | discuss 11342 - Three-square	 Wrong answer	C++	0.660	0.000	-	2016-07-31 17:09
 | discuss 11342 - Three-square	 Wrong answer	C++	0.770	0.000	-	2016-07-31 16:59
 | discuss 11342 - Three-square	 Time limit	C++	1.000	0.000	-	2016-07-31 16:27
 | discuss 459 - Graph Connectivity	 Accepted	C++	0.000	0.000	1070	2016-07-31 01:03
 | discuss 459 - Graph Connectivity	 Wrong answer	C++	0.000	0.000	-	2016-07-31 00:45
 | discuss 352 - The Seasonal War	 Accepted	C++	0.000	0.000	1375	2016-07-31 00:23
 | discuss 260 - Il Gioco dell'X	 Accepted	C++	0.250	0.000	2218	2016-07-31 00:05
 | discuss 871 - Counting Cells in a Blob	 Accepted	C++	0.000	0.000	449	2016-07-30 22:56
 | discuss 871 - Counting Cells in a Blob	 Wrong answer	C++	0.000	0.000	-	2016-07-30 22:46
 | discuss 572 - Oil Deposits	 Accepted	C++	0.000	0.000	1480	2016-07-30 22:32
 | discuss 108 - Maximum Sum	 Accepted	C++	0.000	0.000	497	2016-07-29 22:57
 | discuss 10651 - Pebble Solitaire	 Accepted	C++	0.000	0.000	357	2016-07-26 02:06
 | discuss 166 - Making Change	 Wrong answer	C++	0.000	0.000	-	2016-07-25 20:51
 | discuss 166 - Making Change	 Wrong answer	C++	0.000	0.000	-	2016-07-25 20:10
 | discuss 166 - Making Change	 Wrong answer	C++	0.000	0.000	-	2016-07-25 20:01
 | discuss 166 - Making Change	 Wrong answer	C++	0.000	0.000	-	2016-07-25 19:55
 | discuss 166 - Making Change	 Wrong answer	C++	0.000	0.000	-	2016-07-25 19:19
 | discuss 481 - What Goes Up	 Accepted	C++	0.010	0.000	142	2016-07-22 15:27
 | discuss 481 - What Goes Up	 Wrong answer	C++	0.000	0.000	-	2016-07-22 15:20
 | discuss 481 - What Goes Up	 Wrong answer	C++	0.000	0.000	-	2016-07-22 15:09
 | discuss 497 - Strategic Defense Initiative	 Accepted	C++	0.000	0.000	316	2016-07-21 19:51
 | discuss 481 - What Goes Up	 Time limit	C++	3.000	0.000	-	2016-07-21 17:19
 | discuss 481 - What Goes Up	 Time limit	C++	3.000	0.000	-	2016-07-21 17:17
 | discuss 481 - What Goes Up	 Runtime error	C++	0.000	0.000	-	2016-07-21 17:15
 | discuss 231 - Testing the CATCHER	 Accepted	C++	0.000	0.000	1261	2016-07-21 16:24
 | discuss 111 - History Grading	 Accepted	C++	0.000	0.000	380	2016-07-21 16:00
 | discuss 111 - History Grading	 Wrong answer	C++	0.000	0.000	-	2016-07-21 14:28
 | discuss 10497 - Sweet Child Makes Trouble	 Accepted	C++	0.020	0.000	16	2016-07-03 17:31
 | discuss 12024 - Hats	 Accepted	C++	0.000	0.000	117	2016-07-03 03:00
 | discuss 191 - Intersection	 Wrong answer	C++	0.000	0.000	-	2016-07-03 01:14
 | discuss 191 - Intersection	 Wrong answer	C++	0.000	0.000	-	2016-07-03 00:29
 | discuss 191 - Intersection	 Wrong answer	C++	0.000	0.000	-	2016-07-03 00:24
 | discuss 191 - Intersection	 Wrong answer	C++	0.000	0.000	-	2016-07-03 00:13
 | discuss 10297 - Beavergnaw	 Accepted	C++	0.000	0.000	887	2016-07-02 23:41
 | discuss 10633 - Rare Easy Problem	 Accepted	C++	0.000	0.000	231	2016-07-02 22:46
 | discuss 10221 - Satellites	 Accepted	C++	0.000	0.000	493	2016-07-02 21:50
 | discuss 10221 - Satellites	 Wrong answer	C++	0.000	0.000	-	2016-07-02 21:39
 | discuss 10221 - Satellites	 Wrong answer	C++	0.000	0.000	-	2016-07-02 21:35
 | discuss 10573 - Geometry Paradox	 Wrong answer	C++	0.000	0.000	-	2016-07-02 21:10
 | discuss 10573 - Geometry Paradox	 Wrong answer	C++	0.000	0.000	-	2016-07-02 21:05
 | discuss 10283 - The Kissing Circles	 Accepted	C++	0.050	0.040	20	2016-07-02 20:30
 | discuss 10283 - The Kissing Circles	 Wrong answer	C++	0.050	0.040	-	2016-07-02 20:25
 | discuss 12611 - Beautiful Flag	 Accepted	C++	0.000	0.000	261	2016-07-02 19:41
 | discuss 541 - Error Correction	 Accepted	C++	0.000	0.000	370	2016-07-02 19:28
 | discuss 10209 - Is This Integration ?	 Accepted	C++	0.020	0.000	166	2016-07-02 19:00
 | discuss 10209 - Is This Integration ?	 Wrong answer	C++	0.020	0.000	-	2016-07-02 18:55
 | discuss 429 - Word Transformation	 Accepted	C++	0.000	0.000	50	2016-07-01 17:08
 | discuss 429 - Word Transformation	 PresentationE	C++	0.000	0.000	-	2016-06-30 23:29
 | discuss 106 - Fermat vs. Pythagoras	 Accepted	C++	0.210	0.008	381	2016-06-30 22:22
 | discuss 673 - Parentheses Balance	 Accepted	C++	0.140	0.000	5929	2016-06-28 15:51
 | discuss 673 - Parentheses Balance	 Wrong answer	C++	0.150	0.000	-	2016-06-28 15:22
 | discuss 673 - Parentheses Balance	 Wrong answer	C++	0.150	0.000	-	2016-06-28 15:19
 | discuss 112 - Tree Summing	 Accepted	C++	0.050	0.000	562	2016-06-28 04:27
 | discuss 112 - Tree Summing	 Wrong answer	C++	0.050	0.000	-	2016-06-28 04:06
 | discuss 10125 - Sumsets	 Accepted	C++	0.890	0.000	1574	2016-06-27 19:44
 | discuss 762 - We Ship Cheap	 Accepted	C++	0.030	0.000	222	2016-06-26 01:14
 | discuss 439 - Knight Moves	 Accepted	C++	0.010	0.000	577	2016-06-25 23:50
 | discuss 10819 - Trouble of 13-Dots	 Accepted	C++	0.260	0.000	655	2016-06-25 23:00
 | discuss 10819 - Trouble of 13-Dots	 Wrong answer	C++	0.230	0.000	-	2016-06-25 21:51
 | discuss 10819 - Trouble of 13-Dots	 Wrong answer	C++	0.220	0.000	-	2016-06-25 21:44
 | discuss 10819 - Trouble of 13-Dots	 Wrong answer	C++	0.210	0.000	-	2016-06-25 19:53
 | discuss 10653 - Bombs! NO they are Mines!!	 Accepted	C++	0.200	0.020	244	2016-06-25 19:31
 | discuss 10653 - Bombs! NO they are Mines!!	 Wrong answer	C++	0.080	0.020	-	2016-06-25 19:28
 | discuss 567 - Risk	 Accepted	C++	0.050	0.009	111	2016-06-25 17:34
 | discuss 567 - Risk	 PresentationE	C++	0.050	0.009	-	2016-06-25 17:28
